Date,Open,High,Low,Close,Adj Close,Volume,Prediction
2018-03-14,64.66999799999999,65.190002,64.07,64.889999,64.889999,29439.0,64.63994486640823
2018-03-15,64.849998,65.389999,64.610001,65.120003,65.120003,22542.0,64.94203035147152
2018-03-16,65.050003,66.41999799999999,64.889999,66.209999,66.209999,29187.0,65.07949800140877
2018-03-19,66.120003,66.349998,65.389999,66.050003,66.050003,28050.0,66.15279265261269
2018-03-20,66.199997,67.889999,66.16999799999999,67.41999799999999,67.41999799999999,35782.0,66.0236024344322
2018-03-21,67.559998,69.849998,67.470001,69.470001,69.470001,43370.0,67.38584018984457
2018-03-22,69.769997,69.910004,68.58000200000001,68.910004,68.910004,37699.0,69.39559792489116
2018-03-23,68.900002,70.57,68.800003,70.449997,70.449997,49285.0,68.85987502122232
2018-03-26,70.639999,71.050003,69.66999799999999,70.120003,70.120003,28882.0,70.46557784005893
2018-03-27,70.209999,71.029999,69.459999,70.110001,70.110001,15583.0,70.14338651442424
2018-03-28,69.68,70.25,68.779999,69.529999,69.529999,16988.0,70.10299685330993
2018-03-29,69.809998,70.43,69.129997,70.269997,70.269997,1216.0,69.59072417135984
2018-04-02,70.139999,70.139999,70.139999,70.139999,70.139999,22815.0,70.24809582179813
2018-04-04,68.139999,68.269997,66.699997,68.019997,68.019997,39674.0,70.11516197449613
2018-04-05,68.349998,68.91999799999999,67.730003,68.33000200000001,68.33000200000001,28888.0,68.06807430348144
2018-04-06,68.589996,68.620003,66.860001,67.110001,67.110001,30749.0,68.39979785490823
2018-04-09,67.029999,68.800003,67.029999,68.650002,68.650002,23967.0,67.12027545001897
2018-04-10,68.559998,71.32,68.480003,71.040001,71.040001,45123.0,68.56366125236524
2018-04-11,71.029999,73.08000200000001,70.559998,72.059998,72.059998,50064.0,70.92160052773859
2018-04-12,71.93,72.459999,71.089996,72.019997,72.019997,38029.0,71.92339111710058
2018-04-13,72.16999799999999,72.860001,71.610001,72.58000200000001,72.58000200000001,36895.0,72.04177817133353
2018-04-16,72.620003,72.879997,71.129997,71.41999799999999,71.41999799999999,33532.0,72.6371552182383
2018-04-17,71.599998,71.879997,70.83000200000001,71.58000200000001,71.58000200000001,36784.0,71.46514724236502
2018-04-18,71.769997,73.91999799999999,71.650002,73.480003,73.480003,34300.0,71.60461399004396
2018-04-19,73.760002,74.739998,73.459999,73.779999,73.779999,37579.0,73.42726417657512
2018-04-20,74.0,74.199997,72.83000200000001,74.059998,74.059998,32478.0,73.67794295492769
2018-04-23,73.879997,75.110001,73.129997,74.709999,74.709999,41835.0,74.05062967882863
2018-04-24,74.900002,75.459999,73.699997,73.860001,73.860001,46897.0,74.73745932308029
2018-04-25,73.949997,74.18,73.18,74.0,74.0,38845.0,73.87344380041768
2018-04-26,74.07,74.949997,74.059998,74.739998,74.739998,26826.0,74.02785887486866
2018-04-27,74.709999,75.010002,74.379997,74.639999,74.639999,15535.0,74.72699229589665
2018-04-30,74.379997,75.360001,73.550003,75.16999799999999,75.16999799999999,1630.0,74.59406485163096
2018-05-01,75.16999799999999,75.16999799999999,75.16999799999999,75.16999799999999,75.16999799999999,39208.0,75.16115012650248
2018-05-02,73.209999,73.620003,72.370003,73.360001,73.360001,34769.0,75.17347505483774
2018-05-03,73.139999,74.08000200000001,72.480003,73.620003,73.620003,35839.0,73.41039412381035
2018-05-04,73.760002,75.050003,73.25,74.870003,74.870003,30457.0,73.67735890005743
2018-05-07,74.980003,76.33000200000001,74.849998,76.16999799999999,76.16999799999999,21266.0,74.81512189871141
2018-05-08,75.660004,76.18,73.099998,74.849998,74.849998,50813.0,76.03988569856523
2018-05-09,75.860001,77.410004,75.860001,77.209999,77.209999,34902.0,74.85948693340784
2018-05-10,77.290001,77.970001,76.5,77.470001,77.470001,32445.0,77.21630476985351
2018-05-11,77.410004,77.589996,76.949997,77.120003,77.120003,25651.0,77.4250502630443
2018-05-14,77.089996,78.519997,76.540001,78.230003,78.230003,29917.0,77.09130748892183
2018-05-15,78.529999,79.449997,77.900002,78.43,78.43,41100.0,78.27588677531654
2018-05-16,78.129997,79.33000200000001,77.629997,79.279999,79.279999,31226.0,78.3962162853437
2018-05-17,79.239998,80.5,79.120003,79.300003,79.300003,38385.0,79.24205521154342
2018-05-18,79.510002,79.860001,78.33000200000001,78.510002,78.510002,30828.0,79.30788192824505
2018-05-21,78.529999,79.589996,78.110001,79.220001,79.220001,19520.0,78.54268150053038
2018-05-22,79.489998,80.489998,79.16999799999999,79.57,79.57,29522.0,79.2459914933459
2018-05-23,79.489998,79.849998,78.230003,79.800003,79.800003,30786.0,79.5348301089509
2018-05-24,79.709999,79.839996,78.57,78.790001,78.790001,25431.0,79.76227146157512
2018-05-25,78.860001,78.860001,76.0,76.440002,76.440002,42387.0,78.8364833835686
2018-05-29,75.5,76.18,74.510002,75.389999,75.389999,19800.0,76.55085741121944
2018-05-30,75.400002,77.720001,74.879997,77.5,77.5,9673.0,75.49054687997986
2018-05-31,77.540001,78.720001,77.08000200000001,77.589996,77.589996,1039.0,77.42904321373624
2018-06-01,77.589996,77.589996,77.589996,77.589996,77.589996,35684.0,77.44888429837854
2018-06-04,76.610001,76.93,75.199997,75.290001,75.290001,31642.0,77.56261746271497
2018-06-05,75.519997,75.730003,73.82,75.379997,75.379997,43436.0,75.42001250329452
2018-06-06,75.089996,76.260002,74.470001,75.360001,75.360001,37262.0,75.44822065112741
2018-06-07,75.910004,77.370003,75.41999799999999,77.32,77.32,36710.0,75.35032941979256
2018-06-08,77.260002,77.58000200000001,76.139999,76.459999,76.459999,21902.0,77.19179851048983
2018-06-11,76.389999,76.82,75.529999,76.459999,76.459999,22516.0,76.42711898670188
2018-06-12,76.449997,77.07,75.449997,75.879997,75.879997,26330.0,76.48601171908449
2018-06-13,75.480003,76.870003,75.199997,76.739998,76.739998,30468.0,75.95392448635242
2018-06-14,76.550003,76.910004,75.769997,75.940002,75.940002,24181.0,76.703354246928
2018-06-15,76.550003,76.910004,73.07,73.440002,73.440002,30144.0,75.93615381468862
2018-06-18,73.050003,75.540001,72.440002,75.339996,75.339996,31861.0,73.52054323253164
2018-06-19,75.41999799999999,75.529999,74.449997,75.08000200000001,75.08000200000001,33282.0,75.38095519574846
2018-06-20,75.019997,75.849998,74.110001,74.739998,74.739998,47160.0,74.99890558669306
2018-06-21,74.360001,74.68,72.940002,73.050003,73.050003,49077.0,74.68326557566398
2018-06-22,73.370003,75.809998,73.18,75.550003,75.550003,59882.0,73.16979565470638
2018-06-25,75.07,75.129997,73.739998,74.730003,74.730003,41565.0,75.51052320384842
2018-06-26,74.75,76.699997,74.129997,76.309998,76.309998,41470.0,74.6646677356221
2018-06-27,76.480003,78.16999799999999,76.279999,77.620003,77.620003,24472.0,76.2252077291628
2018-06-28,77.510002,78.400002,77.110001,77.849998,77.849998,14662.0,77.6068325682171
2018-06-29,77.769997,79.699997,77.769997,79.440002,79.440002,1182.0,77.7769245002512
2018-07-02,79.410004,79.410004,79.410004,79.410004,79.410004,30859.0,79.43309094000418
2018-07-05,78.110001,78.489998,77.309998,77.389999,77.389999,27678.0,79.40542363710594
2018-07-06,77.58000200000001,77.699997,76.370003,77.110001,77.110001,25487.0,77.46474543053529
2018-07-09,77.239998,78.309998,77.07,78.07,78.07,14925.0,77.22827025943468
2018-07-10,78.25,79.5,78.209999,78.860001,78.860001,19767.0,78.04301646606123
2018-07-11,78.83000200000001,78.889999,73.040001,73.400002,73.400002,48913.0,78.74073555037445
2018-07-12,73.779999,75.129997,72.68,74.449997,74.449997,46443.0,73.54547797400586
2018-07-13,74.33000200000001,75.91999799999999,73.230003,75.33000200000001,75.33000200000001,27308.0,74.61909846537243
2018-07-16,75.0,75.370003,71.529999,71.839996,71.839996,27134.0,75.28150694591129
2018-07-17,71.900002,72.779999,71.360001,72.160004,72.160004,28197.0,71.75235048703125
2018-07-18,71.639999,73.269997,71.199997,72.900002,72.900002,25625.0,72.30222306011557
2018-07-19,72.980003,73.800003,71.83000200000001,72.58000200000001,72.58000200000001,31672.0,72.86650385539849
2018-07-20,72.589996,73.470001,72.290001,73.07,73.07,24861.0,72.44915074327713
2018-07-23,72.91999799999999,74.489998,72.529999,73.059998,73.059998,29479.0,73.07528460811703
2018-07-24,73.0,74.010002,72.68,73.440002,73.440002,21747.0,73.06212930399532
2018-07-25,73.660004,74.300003,73.08000200000001,73.93,73.93,25329.0,73.4163337964122
2018-07-26,74.349998,74.82,73.779999,74.540001,74.540001,26293.0,73.91251651142355
2018-07-27,74.470001,74.849998,73.83000200000001,74.290001,74.290001,15109.0,74.50120301212553
2018-07-30,74.349998,75.269997,74.150002,74.970001,74.970001,9053.0,74.29086282733559
2018-07-31,74.889999,75.099998,74.18,74.25,74.25,1463.0,74.97190946119603
2018-08-01,74.25,74.25,74.25,74.25,74.25,23660.0,74.26795558199115
2018-08-02,72.599998,73.739998,71.839996,73.449997,73.449997,21038.0,74.26780620801667
2018-08-03,73.440002,73.730003,72.480003,73.209999,73.209999,15946.0,73.49276716203381
2018-08-06,73.290001,74.459999,73.139999,73.75,73.75,20253.0,73.21864988916029
2018-08-07,73.660004,74.900002,73.599998,74.650002,74.650002,18289.0,73.73063317312098
2018-08-08,74.529999,74.860001,71.660004,72.279999,72.279999,23735.0,74.56963090449355
2018-08-09,72.129997,72.879997,71.849998,72.07,72.07,15939.0,72.326169146197
2018-08-10,72.0,73.139999,71.410004,72.809998,72.809998,16195.0,72.1782685369402
2018-08-13,72.989998,73.089996,71.040001,72.610001,72.610001,17644.0,72.80148037736876
2018-08-14,72.879997,73.93,72.099998,72.459999,72.459999,20737.0,72.5083459201283
2018-08-15,72.16999799999999,72.440002,70.300003,70.760002,70.760002,25245.0,72.46652039167891
2018-08-16,70.769997,71.510002,70.400002,71.43,71.43,18403.0,70.84475372927616
2018-08-17,71.349998,72.480003,71.269997,71.83000200000001,71.83000200000001,15051.0,71.4527529459514
2018-08-20,71.779999,72.739998,71.449997,72.209999,72.209999,18514.0,71.77268652969384
2018-08-21,72.129997,72.949997,72.059998,72.629997,72.629997,15578.0,72.12631729557697
2018-08-22,72.75,74.989998,72.68,74.779999,74.779999,19801.0,72.6226420936033
2018-08-23,74.889999,74.889999,74.209999,74.730003,74.730003,14222.0,74.70199028652848
2018-08-24,74.739998,76.400002,74.699997,75.82,75.82,19745.0,74.67063650344966
2018-08-27,75.610001,76.349998,75.400002,76.209999,76.209999,9993.0,75.80885108578377
2018-08-28,76.290001,76.959999,75.730003,75.949997,75.949997,17281.0,76.22916842692655
2018-08-29,75.910004,77.41999799999999,75.699997,77.139999,77.139999,8895.0,75.9497314492317
2018-08-30,77.309998,78.0,77.209999,77.769997,77.769997,9125.0,77.14402353378613
2018-08-31,77.5,77.790001,77.099998,77.41999799999999,77.41999799999999,17690.0,77.71761291768449
2018-09-04,78.190002,79.709999,77.459999,78.16999799999999,78.16999799999999,36059.0,77.40963230498674
2018-09-05,77.889999,78.059998,76.91999799999999,77.269997,77.269997,27811.0,78.19864438529271
2018-09-06,77.139999,77.75,75.639999,76.5,76.5,31739.0,77.2939230348456
2018-09-07,76.58000200000001,77.08000200000001,75.889999,76.83000200000001,76.83000200000001,17798.0,76.54990920902627
2018-09-10,76.849998,77.910004,76.849998,77.370003,77.370003,23036.0,76.86086678322798
2018-09-11,77.360001,79.519997,77.360001,79.059998,79.059998,29921.0,77.30288332277804
2018-09-12,79.470001,80.110001,78.75,79.739998,79.739998,29906.0,78.95857791330538
2018-09-13,79.769997,79.769997,77.870003,78.18,78.18,28501.0,79.67358941893539
2018-09-14,78.360001,78.93,77.379997,78.089996,78.089996,24296.0,78.23965929051758
2018-09-17,78.07,78.889999,77.730003,78.050003,78.050003,21749.0,78.2050770185127
2018-09-18,77.889999,79.720001,77.5,79.029999,79.029999,22637.0,78.06510860547567
2018-09-19,78.860001,79.5,78.519997,79.400002,79.400002,19118.0,78.9450338652861
2018-09-20,79.33000200000001,79.82,78.519997,78.699997,78.699997,22855.0,79.34983328274151
2018-09-21,78.699997,80.120003,78.239998,78.800003,78.800003,36594.0,78.71603608210418
2018-09-24,79.099998,81.480003,79.099998,81.199997,81.199997,21939.0,78.85397910941766
2018-09-25,81.449997,82.540001,81.16999799999999,81.870003,81.870003,30081.0,81.12021381945983
2018-09-26,81.510002,82.190002,81.120003,81.339996,81.339996,17271.0,81.7415524957775
2018-09-27,81.809998,82.41999799999999,81.339996,81.720001,81.720001,14317.0,81.3541464554183
2018-09-28,81.540001,82.849998,81.540001,82.720001,82.720001,2279.0,81.80974895962468
2018-10-01,82.66999799999999,82.66999799999999,82.66999799999999,82.66999799999999,82.66999799999999,34024.0,82.69203827053755
2018-10-02,85.059998,85.370003,84.32,84.800003,84.800003,25338.0,82.62264027680405
2018-10-03,84.709999,86.720001,84.010002,86.290001,86.290001,31424.0,84.749540646723
2018-10-04,86.129997,86.41999799999999,84.150002,84.58000200000001,84.58000200000001,35552.0,86.20188511739467
2018-10-05,84.709999,85.110001,83.91999799999999,84.160004,84.160004,27778.0,84.60247056971077
2018-10-08,84.110001,84.309998,82.660004,83.910004,83.910004,31603.0,84.31814678677843
2018-10-09,83.769997,85.440002,83.720001,85.0,85.0,39232.0,83.97223128591361
2018-10-10,84.879997,85.160004,82.279999,83.089996,83.089996,31715.0,84.91419862881898
2018-10-11,82.589996,82.610001,79.800003,80.260002,80.260002,48195.0,83.10356853276205
2018-10-12,80.279999,81.470001,79.220001,80.43,80.43,37537.0,80.42312828291605
2018-10-15,80.970001,81.910004,79.849998,80.779999,80.779999,31577.0,80.55057073201843
2018-10-16,80.699997,81.739998,79.800003,81.410004,81.410004,33816.0,80.67756560823558
2018-10-17,81.599998,81.839996,79.16999799999999,80.050003,80.050003,38202.0,81.28190595733025
2018-10-18,80.33000200000001,80.33000200000001,78.690002,79.290001,79.290001,41270.0,80.0810980496684
2018-10-19,79.339996,80.889999,79.220001,79.779999,79.779999,34401.0,79.3807085979202
2018-10-22,80.08000200000001,80.389999,78.970001,79.83000200000001,79.83000200000001,37080.0,79.80450341078733
2018-10-23,80.019997,80.120003,75.879997,76.440002,76.440002,60226.0,79.7582222649247
2018-10-24,76.190002,77.559998,75.129997,76.16999799999999,76.16999799999999,57413.0,76.52651167513976
2018-10-25,75.699997,77.050003,75.370003,76.889999,76.889999,33325.0,76.32020230961929
2018-10-26,76.620003,77.910004,75.769997,77.620003,77.620003,33549.0,76.85299273932908
2018-10-29,77.690002,78.010002,76.550003,77.339996,77.339996,17057.0,77.4439999907489
2018-10-30,76.839996,77.32,75.110001,75.910004,75.910004,19196.0,77.31541213823532
2018-10-31,76.18,76.889999,75.470001,75.470001,75.470001,2451.0,75.99643814917407
2018-11-01,75.5,75.5,75.5,75.5,75.5,33938.0,75.56084342521653
2018-11-02,72.660004,73.480003,72.16999799999999,72.83000200000001,72.83000200000001,36090.0,75.49482941002435
2018-11-05,72.75,74.120003,72.230003,73.16999799999999,73.16999799999999,28438.0,72.85872073311594
2018-11-06,72.720001,73.269997,71.18,72.129997,72.129997,32871.0,73.23946009747529
2018-11-07,71.75,73.529999,71.349998,72.07,72.07,36648.0,72.13119563621595
2018-11-08,72.139999,73.059998,70.510002,70.650002,70.650002,39896.0,72.0118091149458
2018-11-09,70.949997,70.980003,69.160004,70.18,70.18,32611.0,70.70045686730022
2018-11-12,70.540001,71.860001,68.889999,70.120003,70.120003,39814.0,70.20330446230388
2018-11-13,69.139999,69.66999799999999,64.639999,65.470001,65.470001,56981.0,70.12220410351223
2018-11-14,65.279999,67.620003,65.010002,66.120003,66.120003,47372.0,65.56130082715062
2018-11-15,65.91999799999999,67.400002,65.75,66.620003,66.620003,35140.0,66.23955692890317
2018-11-16,66.75,68.379997,66.099998,66.760002,66.760002,37139.0,66.53191669154658
2018-11-19,67.010002,67.620003,65.269997,66.790001,66.790001,29353.0,66.56424385600265
2018-11-20,66.910004,66.959999,61.759997999999996,62.529999,62.529999,44030.0,66.80570306520112
2018-11-21,62.41,64.459999,62.41,63.48,63.48,41292.0,62.682500870652525
2018-11-26,59.150002,61.09,58.599998,60.48,60.48,35607.0,63.59933409608235
2018-11-27,60.41,61.400002,58.950001,60.209998999999996,60.209998999999996,47106.0,60.512302125858604
2018-11-28,60.830002,61.259997999999996,58.560001,58.759997999999996,58.759997999999996,18435.0,60.16302235177193
2018-11-29,58.77,60.369999,57.52,59.509997999999996,59.509997999999996,8794.0,58.8211965483928
2018-11-30,59.23,59.889998999999996,58.25,58.709998999999996,58.709998999999996,1071.0,59.40557172123945
2018-12-03,58.689999,58.689999,58.689999,58.689999,58.689999,33207.0,58.683038147201344
2018-12-04,61.860001000000004,63.560001,61.240002000000004,62.080002,62.080002,35475.0,58.656263780748574
2018-12-06,61.700001,61.959998999999996,58.389998999999996,60.060001,60.060001,60772.0,61.97512359416695
2018-12-07,60.310001,63.709998999999996,59.099998,61.669998,61.669998,59861.0,59.98424103766285
2018-12-10,61.450001,62.310001,59.560001,59.970001,59.970001,34114.0,61.69178254548434
2018-12-11,59.889998999999996,61.09,59.619999,60.200001,60.200001,31823.0,60.08585357893505
2018-12-12,60.509997999999996,61.419998,59.990002000000004,60.150002,60.150002,31651.0,60.17084579862058
2018-12-13,60.310001,62.02,59.34,61.450001,61.450001,29600.0,60.182959655544074
2018-12-14,61.66,61.75,59.919998,60.279999,60.279999,24871.0,61.331793019385415
2018-12-17,60.369999,61.189999,58.630001,59.610001000000004,59.610001000000004,32165.0,60.28442218912754
2018-12-18,58.810001,59.220001,55.669998,56.259997999999996,56.259997999999996,41690.0,59.668116018369226
2018-12-19,56.209998999999996,58.099998,56.029999,57.240002000000004,57.240002000000004,47399.0,56.437512799996036
2018-12-20,56.549999,56.740002000000004,54.279999,54.349998,54.349998,40553.0,57.24433443762253
2018-12-21,54.82,55.299999,52.810001,53.82,53.82,40930.0,54.3789558852291
2018-12-26,51.130001,55.279999,49.959998999999996,54.470001,54.470001,16444.0,53.78432107093164
2018-12-27,54.919998,54.919998,51.990002000000004,52.16,52.16,8946.0,54.46760088931765
2018-12-28,53.029999,53.509997999999996,51.630001,52.200001,52.200001,1332.0,52.10588063812795
2018-12-31,52.279999,52.279999,52.279999,52.279999,52.279999,21966.0,52.234764478093275
2019-01-02,54.25,56.560001,52.5,54.91,54.91,43517.0,52.26961532878376
2019-01-03,54.77,56.290001000000004,53.93,55.950001,55.950001,36535.0,54.70628512332421
2019-01-04,55.580002,58.299999,55.360001000000004,57.060001,57.060001,42426.0,55.82809222002915
2019-01-07,57.369999,58.919998,57.279999,57.330002,57.330002,41677.0,56.99897621308008
2019-01-08,57.630001,58.860001000000004,57.110001000000004,58.720001,58.720001,34135.0,57.38447980757386
2019-01-09,58.650002,61.68,58.619999,61.439999,61.439999,38989.0,58.698150805286375
2019-01-10,61.330002,61.900002,60.450001,61.68,61.68,31333.0,61.34046898053988
2019-01-11,61.25,62.470001,60.080002,60.48,60.48,31369.0,61.61306796962121
2019-01-14,60.540001000000004,61.02,58.91,58.990002000000004,58.990002000000004,31241.0,60.58245385714725
2019-01-15,59.259997999999996,60.849998,59.110001000000004,60.639998999999996,60.639998999999996,29948.0,59.172298791143085
2019-01-16,60.639998999999996,61.43,60.040001000000004,61.32,61.32,32025.0,60.61312585830804
2019-01-17,61.18,61.540001000000004,60.040001000000004,61.18,61.18,30131.0,61.18462825700964
2019-01-18,61.189999,62.990002000000004,61.060001,62.700001,62.700001,39637.0,61.109321353216835
2019-01-22,62.740002000000004,63.119999,60.580002,61.5,61.5,53602.0,62.70907983097414
2019-01-23,61.57,62.299999,60.220001,61.139998999999996,61.139998999999996,35364.0,61.51919749079507
2019-01-24,61.02,61.5,60.41,61.09,61.09,35861.0,61.18223028094505
2019-01-25,61.139998999999996,61.91,60.709998999999996,61.639998999999996,61.639998999999996,30262.0,61.143239753904155
2019-01-28,61.330002,61.669998,59.48,59.93,59.93,34315.0,61.56430409056327
2019-01-29,59.98,61.790001000000004,59.759997999999996,61.32,61.32,18715.0,59.95455100292966
2019-01-30,61.25,62.639998999999996,61.07,61.650002,61.650002,12039.0,61.307684895819676
2019-01-31,61.689999,62.32,61.639998999999996,61.889998999999996,61.889998999999996,1288.0,61.60105291538997
2019-02-01,61.869999,61.869999,61.869999,61.869999,61.869999,30044.0,61.80635130961826
2019-02-04,62.700001,63.630001,61.279999,62.509997999999996,62.509997999999996,36025.0,61.91186360141104
2019-02-05,62.779999,63.02,61.720001,61.98,61.98,27285.0,62.49301641638195
2019-02-06,62.040001000000004,62.799999,61.049999,62.689999,62.689999,26542.0,61.98328626472718
2019-02-07,62.66,62.900002,60.610001000000004,61.630001,61.630001,33982.0,62.67323144594883
2019-02-08,61.599998,62.349998,61.049999,62.099998,62.099998,36111.0,61.663854116947604
2019-02-11,62.0,62.34,60.900002,61.509997999999996,61.509997999999996,35285.0,62.08648461421031
2019-02-12,61.599998,63.32,61.540001000000004,62.419998,62.419998,36801.0,61.53238425789781
2019-02-13,62.650002,63.959998999999996,62.650002,63.610001000000004,63.610001000000004,33859.0,62.35440110349556
2019-02-14,63.630001,64.809998,63.279999,64.57,64.57,39526.0,63.547690833265854
2019-02-15,64.610001,66.400002,64.43,66.25,66.25,36154.0,64.47757963150346
2019-02-19,66.309998,66.83000200000001,65.58000200000001,66.449997,66.449997,46238.0,66.19932175937382
2019-02-20,66.360001,67.370003,65.629997,67.08000200000001,67.08000200000001,29155.0,66.44497620317435
2019-02-21,67.150002,67.32,66.699997,67.07,67.07,27113.0,67.09440800563975
2019-02-22,66.889999,67.730003,66.83000200000001,67.120003,67.120003,23973.0,67.1151172808789
2019-02-25,66.800003,67.470001,64.559998,64.760002,64.760002,31914.0,67.12454380896253
2019-02-26,64.720001,65.720001,64.339996,65.209999,65.209999,18661.0,64.86334556564958
2019-02-27,65.540001,66.699997,65.300003,66.389999,66.389999,10200.0,65.24766417063317
2019-02-28,66.32,66.360001,65.75,66.029999,66.029999,1028.0,66.3152651567657
2019-03-01,66.010002,66.010002,66.010002,66.010002,66.010002,38355.0,65.91649475807745
2019-03-04,65.010002,66.339996,65.010002,65.66999799999999,65.66999799999999,28931.0,66.03906052845547
2019-03-05,65.720001,66.220001,65.040001,65.860001,65.860001,28346.0,65.72021591961426
2019-03-06,65.629997,66.16999799999999,65.230003,65.989998,65.989998,41210.0,65.84138266432933
2019-03-07,65.93,66.989998,65.760002,66.300003,66.300003,35738.0,65.9708147440452
2019-03-08,66.07,66.08000200000001,64.010002,65.739998,65.739998,49867.0,66.26678414409186
2019-03-11,65.730003,66.779999,65.650002,66.58000200000001,66.58000200000001,37538.0,65.7542878116677
2019-03-12,66.68,67.389999,66.349998,66.66999799999999,66.66999799999999,37897.0,66.5644816598734
2019-03-13,66.879997,67.75,66.709999,67.550003,67.550003,36739.0,66.64687420410594
2019-03-14,67.589996,68.129997,67.029999,67.230003,67.230003,32817.0,67.49259056355898
2019-03-15,67.129997,67.709999,66.139999,67.160004,67.160004,34969.0,67.24634533247057
2019-03-18,67.050003,67.690002,66.699997,67.540001,67.540001,31752.0,67.17414682482845
2019-03-19,67.449997,68.220001,67.139999,67.610001,67.610001,30329.0,67.55444248143793
2019-03-20,67.519997,68.57,67.190002,68.5,68.5,35132.0,67.57879279958384
2019-03-21,68.32,68.699997,67.610001,67.860001,67.860001,35417.0,68.45944420571193
2019-03-22,67.709999,67.970001,66.209999,67.029999,67.029999,45565.0,67.87024384659016
2019-03-25,66.93,67.639999,66.370003,67.209999,67.209999,36691.0,67.08015520346696
2019-03-26,67.25,68.220001,67.25,67.970001,67.970001,38187.0,67.25022436153515
2019-03-27,67.870003,68.349998,67.199997,67.83000200000001,67.83000200000001,26692.0,67.90138900560629
2019-03-28,67.870003,68.0,66.550003,67.82,67.82,11876.0,67.77807012114224
2019-03-29,68.0,68.879997,67.82,68.389999,68.389999,1377.0,67.83024308726692
2019-04-01,68.349998,68.349998,68.349998,68.349998,68.349998,49439.0,68.3926629292558
2019-04-02,69.209999,69.519997,68.690002,69.370003,69.370003,46166.0,68.32548071182123
2019-04-03,69.790001,69.959999,68.800003,69.309998,69.309998,46550.0,69.33138743598172
2019-04-04,69.489998,70.010002,68.879997,69.400002,69.400002,37531.0,69.3023977861032
2019-04-05,69.260002,70.470001,68.93,70.339996,70.339996,36491.0,69.39817950912122
2019-04-08,70.5,71.190002,70.440002,71.099998,71.099998,40966.0,70.33776485863332
2019-04-09,71.08000200000001,71.339996,70.300003,70.610001,70.610001,37189.0,71.04114816539261
2019-04-10,70.83000200000001,71.790001,70.58000200000001,71.730003,71.730003,46506.0,70.61331421888457
2019-04-11,71.660004,71.68,70.58000200000001,70.83000200000001,70.83000200000001,39968.0,71.73948443819529
2019-04-12,70.91999799999999,71.860001,70.900002,71.550003,71.550003,32729.0,70.85674979875748
2019-04-15,71.620003,71.650002,70.779999,71.18,71.18,28582.0,71.53049507160995
2019-04-16,71.269997,71.940002,70.75,71.720001,71.720001,43907.0,71.20956396345301
2019-04-17,71.839996,72.260002,71.459999,71.620003,71.620003,40910.0,71.67445215046101
2019-04-18,71.550003,72.029999,71.209999,71.970001,71.970001,38122.0,71.6320932817359
2019-04-22,72.050003,74.510002,71.900002,74.040001,74.040001,48893.0,71.94446527073583
2019-04-23,74.199997,74.730003,73.989998,74.510002,74.510002,50165.0,73.97105188666508
